SYSTEMSTOP,OBJECTID,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,STATUS,PUBLIC_NAM,Latitude,Longitude,Number,Street2,City,State,County,Zip
15480,50,BELMONT,MENARD,EB,FS,77,N77,1,Belmont & Menard,41.938699,-87.771026,5754,W Belmont Ave,Chicago,IL,Cook County,60634
6690,51,POLK,WOOD,EB,NS,157,,1,Polk & Wood,41.871865,-87.670908,1750,W Polk St,Chicago,IL,Cook County,60612
11028,52,DIVERSEY,SHEFFIELD,EB,FS,76,,1,Diversey Brown Line Station,41.9328,-87.653496,2801,N Sheffield Ave,Chicago,IL,Cook County,60614
2731,53,79TH STREET,LAWNDALE (west leg),EB,NS,79,,1,79th Street & Lawndale,41.749349,-87.714796,3701,W 79th St,Chicago,IL,Cook County,60652
315,54,ROOSEVELT,CLARK,EB,NS,"12,18,N62",N62,1,Roosevelt & Clark,41.867084,-87.630277,1214K,S Federal St,Chicago,IL,Cook County,60605
8160,55,47TH STREET,DAMEN,EB,NS,"47,48",,1,47th Street & Damen,41.808353,-87.674926,2001,W 47th St,Chicago,IL,Cook County,60609
14517,56,CHICAGO,HOMAN,EB,FS,66,N66,1,Chicago & Homan,41.895302,-87.711162,3357,W Chicago Ave,Chicago,IL,Cook County,60651
10812,57,71ST STREET,YATES,EB,NS,71,,1,71st Street & Yates,41.765748,-87.566854,2351,E 71st St,Chicago,IL,Cook County,60649
1721,58,DEVON,KEDZIE,EB,FS,155,,1,Devon & Kedzie,41.997225,-87.708976,3157,W Devon Ave,Chicago,IL,Cook County,60659
12499,59,ADDISON,LARAMIE,EB,NS,152,,1,Addison & Laramie,41.945821,-87.756741,5159,W Addison St,Chicago,IL,Cook County,60641
2033,60,DIVISION,WELLS,EB,NS,70,,1,Division & Wells,41.903974,-87.634752,1200,N Wells St,Chicago,IL,Cook County,60610
21,61,JACKSON,KEELER,EB,FS,126,,1,Jackson & Keeler,41.876844,-87.730174,4157,W Jackson Blvd,Chicago,IL,Cook County,60624
14506,62,87TH STREET,HALSTED,EB,FS,"24,87",N87,1,87th Street & Halsted,41.735697,-87.643155,751,W 87th St,Chicago,IL,Cook County,60620
17131,63,DIVISION,WOOD,EB,FS,70,,1,Division & Wood,41.903035,-87.672166,1147,N Wood St,Chicago,IL,Cook County,60622
12055,64,LUNT,CLARK,EB,NS,96,,1,Lunt & Clark,42.008803,-87.674184,6978,N Clark St,Chicago,IL,Cook County,60626
12969,65,59TH STREET,CALIFORNIA,EB,NS,59,,1,59th Street & California,41.786276,-87.693438,2759,W 59th St,Chicago,IL,Cook County,60629
7220,66,69TH STREET,KING DRIVE,EB,NS,"N5,30,67",N5,1,69th Street & King Drive,41.769177,-87.615518,381,E 69th St,Chicago,IL,Cook County,60637
189,67,HARRISON,OAKLEY,EB,NS,7,,1,Harrison & Oakley,41.873753,-87.684065,2305,W Harrison St,Chicago,IL,Cook County,60612
10285,68,CICERO,LEXINGTON,NB,NS,54,,1,Cicero & Lexington (Blue Line),41.871066,-87.744439,741,S Cicero Ave,Chicago,IL,Cook County,60644
14943,69,EWING,106TH STREET,NB,FS,30,,1,Ewing & 106th Street,41.702986,-87.534927,10555,S Ewing Ave,Chicago,IL,Cook County,60617
8959,70,DAMEN,ARGYLE,NB,NS,50,,1,Damen & Argyle,41.972289,-87.679017,4959,N Damen Ave,Chicago,IL,Cook County,60625
17192,71,NARRAGANSETT,GRAND,NB,FS,86,,1,Narragansett & Grand,41.922835,-87.785212,6362,W Grand Ave,Chicago,IL,Cook County,60639
17213,72,PULASKI,14TH STREET,NB,FS,53,,1,Pulaski & 14th Street,41.862692,-87.724731,1353,S Pulaski Rd,Chicago,IL,Cook County,60623
17344,73,WESTERN,HIRSCH,NB,FS,49,N49,1,Western & Hirsch,41.906792,-87.686746,2354,W Hirsch St,Chicago,IL,Cook County,60622
8703,74,DAMEN,87TH STREET,SEB,TERM,48,,1,Damen & 87th Street Terminal,41.736525,-87.67315,8636,S Damen Ave,Chicago,IL,Cook County,60620
5019,75,CHESTNUT,MIES VAN DER ROHE,WB,MB,10125,,1,Chestnut & Mies Van Der Rohe,41.898191,-87.622913,845,N Michigan Ave,Chicago,IL,Cook County,60611
15121,76,FOSTER,JEWEL PRKING ENT,WB,MB,92,,1,Foster & Jewel Prking Ent,41.976359,-87.729802,4032,W Foster Ave,Chicago,IL,Cook County,60630
5788,77,HALSTED,ERIE,SB,NS,8,,1,Halsted & Erie,41.893232,-87.648008,630,N Halsted St,Chicago,IL,Cook County,60622
9943,78,NORTHWEST HWY,NAGLE,SEB,NS,68,,1,Northwest Hwy & Nagle,41.986012,-87.787457,5729,N Northwest Hwy,Chicago,IL,Cook County,60646
8630,79,79TH STREET,WESTERN,EB,NS,169,,1,79th Street & Western,41.749816,-87.683563,7909,S Artesian Ave,Chicago,IL,Cook County,60652
16061,80,LINCOLN,CORNELIA,SEB,FS,11,,1,Lincoln & Cornelia,41.944826,-87.672548,3460,N Lincoln Ave,Chicago,IL,Cook County,60657
6511,81,WENTWORTH,4200 SOUTH,SB,MB,24,,1,4200 S Wentworth,41.818193,-87.631497,4162,S Wentworth Ave,Chicago,IL,Cook County,60609
6496,82,WENTWORTH,27TH STREET,SB,NS,24,,1,Wentworth & 27th Street,41.844035,-87.63187,,I 94,Chicago,IL,Cook County,60616
6521,83,WELLS,52ND STREET,SB,NS,24,,1,Wells & 52nd Street,41.800215,-87.632292,5148,S Wells St,Chicago,IL,Cook County,60609
7473,84,31ST STREET,MORGAN,EB,NS,31,,1,31st Street & Morgan,41.838118,-87.651232,964,W 31st St,Chicago,IL,Cook County,60608
8093,85,47TH STREET,ROCKWELL,WB,NS,"47,94",,1,47th Street & Rockwell,41.808565,-87.68906,4655,S Rockwell St,Chicago,IL,Cook County,60632
9329,86,BELMONT,LARAMIE,WB,NS,77,N77,1,Belmont & Laramie,41.938976,-87.75631,5150,W Belmont Ave,Chicago,IL,Cook County,60641
6823,87,18TH STREET,WESTERN,WB,NS,18,,1,18th Street & Western,41.856895,-87.685422,2352,W 18th Pl,Chicago,IL,Cook County,60608
8782,88,DAMEN,63RD STREET,SB,NS,48,,1,Damen & 63rd Street,41.779174,-87.673687,6301,S Damen Ave,Chicago,IL,Cook County,60636
1818,89,CLARK,IRVING PARK,SB,NS,22,N22,1,Clark & Irving Park,41.954594,-87.662766,4000,N Clark St,Chicago,IL,Cook County,60613
9036,90,PULASKI,JACKSON,SB,NS,53,N53,1,Pulaski & Jackson,41.87727,-87.725724,244,S Pulaski Rd,Chicago,IL,Cook County,60624
5855,91,HALSTED,71ST STREET,SB,NS,8,,1,Halsted & 71st Street,41.765577,-87.644163,7049,S Halsted St,Chicago,IL,Cook County,60621
3834,92,LARAMIE,AUGUSTA,SB,NS,57,,1,Laramie & Augusta,41.898474,-87.7559,958,N Laramie Ave,Chicago,IL,Cook County,60651
4687,93,63RD STREET,74TH AVENUE,WB,NS,"62H,63W",,1,63rd Street & 74th Avenue,41.777399,-87.805587,7342,W 63rd St,Summit Argo,IL,Cook County,60501
12377,94,111TH STREET,SPAULDING,WB,NS,112,,1,111th Street & Spaulding,41.691684,-87.703002,3256,W 111th St,Chicago,IL,Cook County,60655
10126,95,71ST STREET,LAWNDALE,WB,NS,67,,1,71st Street & Lawndale,41.764418,-87.714872,3654,W 71st St,Chicago,IL,Cook County,60629
1758,96,DEVON,LAKEWOOD,WB,NS,36151155,,1,Devon & Lakewood,41.998306,-87.662804,6409,N Lakewood Ave,Chicago,IL,Cook County,60660
10879,97,75TH STREET,EBERHART,WB,NS,75,,1,75th Street & Eberhart,41.758631,-87.612516,500,E 75th St,Chicago,IL,Cook County,60619
9302,98,BELMONT,LAKEWOOD (west leg),WB,NS,77,N77,1,Belmont & Lakewood,41.940083,-87.661244,1258,W Belmont Ave,Chicago,IL,Cook County,60657
9323,99,BELMONT,KILBOURN,WB,NS,77,N77,1,Belmont & Kilbourn,41.939074,-87.739318,4460,W Belmont Ave,Chicago,IL,Cook County,60641
10892,100,74TH STREET,PARNELL,WB,MT,75,,1,74th Street & Parnell,41.759697,-87.638716,543,W 74th St,Chicago,IL,Cook County,60621
3285,101,63RD STREET,LEAMINGTON,WB,NT,63W,,1,63rd Street & Leamington,41.778649,-87.750765,5150,W 63rd St,Chicago,IL,Cook County,60638
17090,102,71ST STREET,EBERHART,WB,FS,71,,1,71st Street & Eberhart,41.765878,-87.61308,450,E 71st St,Chicago,IL,Cook County,60637
12181,103,103RD STREET,MALTA,WB,FS,103,,1,103rd Street & Malta,41.706916,-87.657052,1350,W 103rd St,Chicago,IL,Cook County,60643
12591,104,ADDISON,KOSTNER,WB,MT,152,,1,Addison & Kostner,41.946441,-87.737206,4350,W Addison St,Chicago,IL,Cook County,60641
9354,105,BELMONT,ORIOLE,WB,NS,77,,1,Belmont & Oriole (76th Avenue),41.938129,-87.816146,7552,W Belmont Ave,Chicago,IL,Cook County,60634
12193,106,103RD STREET,OAKLEY,WB,NS,103,,1,103rd Street & Oakley,41.706169,-87.679854,2315,W 103rd St,Chicago,IL,Cook County,60643
6826,107,16TH STREET,WASHTENAW,WB,NS,18,,1,16th Street & Washtenaw,41.859378,-87.693437,1560,S Washtenaw Ave,Chicago,IL,Cook County,60608
148,108,JACKSON,LOTUS,WB,FS,126,,1,Jackson & Lotus,41.876817,-87.761477,5450,W Jackson Blvd,Chicago,IL,Cook County,60644
12061,109,LUNT,GLENWOOD (west leg),WB,NS,96,,1,Lunt & Glenwood,42.008938,-87.666306,1409,W Lunt Ave,Chicago,IL,Cook County,60626
10128,110,71ST STREET,SPRINGFIELD,WB,NS,67,,1,71st Street & Springfield,41.764336,-87.719658,3854,W 71st St,Chicago,IL,Cook County,60629
6836,111,16TH STREET,SPRINGFIELD,WB,NS,18,,1,16th Street & Springfield,41.85873,-87.722634,3901,W 16th St,Chicago,IL,Cook County,60623
497,112,MADISON,LAMON,WB,NS,20,N20,1,Madison & Lamon,41.880232,-87.747777,4905,W Madison St,Chicago,IL,Cook County,60644
15819,113,119TH STREET,WESTERN,EB,FS,119,,1,119th Street & Western,41.676845,-87.680314,11901,Western Ave,Blue Island,IL,Cook County,60406
12182,114,103RD STREET,CHARLES,WB,NS,103,,1,103rd Street & Charles,41.707074,-87.658492,1420,W 103rd St,Chicago,IL,Cook County,60643
11898,115,CALIFORNIA,BERWYN,NB,NS,93,,1,California & Berwyn,41.977475,-87.698659,2755,W Berwyn Ave,Chicago,IL,Cook County,60625
1522,116,S HYDE PARK,5200 SOUTH,NB,MB,"6,28",,1,5200 S S Hyde Park,41.800884,-87.585048,5200,S Hyde Park Blvd,Chicago,IL,Cook County,60615
5068,117,RACINE,61ST STREET,NB,NS,44,,1,Racine & 61st Street,41.783035,-87.654892,6100,S Racine Ave,Chicago,IL,Cook County,60636
14368,118,DODGE,LEE,NB,NS,93206,,2,Dodge & Lee,42.035821,-87.698965,1001,Dodge Ave,Evanston,IL,Cook County,60202
9710,119,NAGLE,HAFT,NB,NS,86,,1,Nagle & Haft,41.995067,-87.787242,6373,W Haft St,Chicago,IL,Cook County,60646
9074,120,PULASKI,PINK LINE STATION,NB,MB,53,,1,Pulaski Pink Line Station,41.853535,-87.724532,2025,S Pulaski Rd,Chicago,IL,Cook County,60623
4435,121,ARCHER,34TH STREET,NEB,NS,62,N62,1,Archer & 34th Street,41.832342,-87.674085,3373,S Archer Ave,Chicago,IL,Cook County,60608
6101,122,ASHLAND,66TH STREET,SB,NS,9,N9,1,Ashland & 66th Street,41.774135,-87.664409,6558,S Ashland Ave,Chicago,IL,Cook County,60636
10460,123,SKOKIE BLVD,MADISON,SB,NT,54A,,1,Skokie Blvd & Madison,42.031417,-87.747949,8250,Skokie Blvd,Skokie,IL,Cook County,60077
2868,124,VINCENNES,MONTVALE,NEB,NS,111,,1,Vincennes & Montvale,41.688105,-87.665487,11305,S Vincennes Ave,Chicago,IL,Cook County,60643
3091,125,KEDZIE,56TH STREET,SB,NS,"52,52A",,1,Kedzie & 56th Street,41.791861,-87.703698,5556,S Kedzie Ave,Chicago,IL,Cook County,60629
2940,126,115TH STREET,ABERDEEN,EB,NS,115,,1,115th Street & Aberdeen,41.684788,-87.64962,1101,W 115th St,Chicago,IL,Cook County,60643
8147,127,47TH STREET,ALBANY,EB,NT,47,,1,47th Street & Albany,41.808383,-87.701708,3102,W 47th St,Chicago,IL,Cook County,60632
9287,128,BELMONT,SEMINARY,EB,NS,77,N77,1,Belmont & Seminary,41.939661,-87.656779,1101,W Belmont Ave,Chicago,IL,Cook County,60657
9239,129,BELMONT,NEW ENGLAND,EB,NS,77,N77,1,Belmont & New England,41.937965,-87.797977,6859,W Belmont Ave,Chicago,IL,Cook County,60634
11935,130,95TH STREET,1500 EAST (BLACKSTONE),EB,NS,"N5,95,100",N5,1,1500 E 95th Street,41.721621,-87.587911,1445,E 95th St,Chicago,IL,Cook County,60619
4033,131,ARMITAGE,4600 WEST,EB,MB,73,,1,4600 W Armitage,41.916806,-87.741946,4601,W Armitage Ave,Chicago,IL,Cook County,60639
4043,132,ARMITAGE,LAWNDALE,EB,NS,73,,1,Armitage & Lawndale,41.917079,-87.719048,3659,W Armitage Ave,Chicago,IL,Cook County,60647
8157,133,47TH STREET,OAKLEY,EB,NS,"47,48",,1,47th Street & Oakley,41.80823,-87.682241,2303,W 47th St,Chicago,IL,Cook County,60609
9722,134,LAWRENCE,OCTAVIA,EB,NS,81W,,1,Lawrence & Octavia,41.96691,-87.809233,7259,W Lawrence Ave,Harwood Heights,IL,Cook County,60706
7801,135,PERSHING,FRANCISCO,EB,NS,39,,1,Pershing & Francisco,41.822544,-87.69729,2901,W Pershing Rd,Chicago,IL,Cook County,60632
14526,136,75TH STREET,EXCHANGE,EB,FS,71,,1,75th Street & Exchange,41.759155,-87.559356,7505,S Exchange Ave,Chicago,IL,Cook County,60649
31,137,JACKSON,ALBANY,EB,FS,126,,1,Jackson & Albany,41.877126,-87.703293,3057,W Jackson Blvd,Chicago,IL,Cook County,60612
9263,138,BELMONT,KNOX (east leg),EB,NS,77,N77,1,Belmont & Knox,41.938658,-87.743789,4645,W Belmont Ave,Chicago,IL,Cook County,60641
11027,139,DIVERSEY,SEMINARY (east leg),EB,NS,76,,1,Diversey & Seminary,41.932722,-87.656531,2800,N Seminary Ave,Chicago,IL,Cook County,60657
7256,140,91ST STREET,BRANDON,EB,NS,"26,30",,1,91st Street & Brandon,41.730279,-87.547205,9056,S Brandon Ave,Chicago,IL,Cook County,60617
9957,141,115TH STREET,LAWNDALE,EB,NS,52A,,1,115th Street & Lawndale,41.683857,-87.712941,3701,115th St,Alsip,IL,Cook County,60803
9614,142,FILLMORE,AUSTIN,EB,FS,91,,1,Fillmore & Austin,41.867144,-87.774377,1022,S Austin Blvd,Oak Park,IL,Cook County,60304
8043,143,ROOT,PRINCETON (west leg),EB,NS,43,,1,Root & Princeton,41.818861,-87.633806,301,W Root St,Chicago,IL,Cook County,60609
12680,144,CHURCH,MAPLE (east leg),EB,NT,201205,,2,Church & Maple,42.048308,-87.685603,1642,Maple Ave,Evanston,IL,Cook County,60201
2881,145,111TH STREET,UNION,EB,NS,111,,1,111th Street & Union,41.692168,-87.640311,701,W 111th St,Chicago,IL,Cook County,60628
15423,146,OLD ORCHARD RD,4700 WEST,EB,MB,201,,1,4700 W Old Orchard Rd,42.062731,-87.745137,4700,Old Orchard Rd,Skokie,IL,Cook County,60076
185,147,HARRISON,WASHTENAW,EB,NS,7,,1,Harrison & Washtenaw,41.873628,-87.693789,2701,W Harrison St,Chicago,IL,Cook County,60612
10938,148,75TH STREET,LANGLEY,EB,NS,75,,1,75th Street & Langley,41.758354,-87.607998,659,E 75th St,Chicago,IL,Cook County,60619
6753,149,16TH STREET,ROCKWELL,EB,NS,18,,1,16th Street & Rockwell,41.85903,-87.691107,1610,S Rockwell St,Chicago,IL,Cook County,60608
12472,150,ADDISON,OVERHILL,EB,NS,152,,1,Addison & Overhill,41.94499,-87.819705,7709,W Addison St,Chicago,IL,Cook County,60634
9442,151,87TH STREET,ESCANABA (west leg),EB,NS,87,,1,87th Street & Escanaba,41.737196,-87.554474,8700,S Escanaba Ave,Chicago,IL,Cook County,60617
11447,152,PETERSON,LINCOLN,EB,NS,84,,1,Peterson & Lincoln,41.989815,-87.707393,5950,N Virginia Ave,Chicago,IL,Cook County,60659
1732,153,DEVON,HOYNE,EB,NS,155,,1,Devon & Hoyne,41.997685,-87.683031,6358,N Hoyne Ave,Chicago,IL,Cook County,60659
9968,154,KEDZIE,109TH STREET,NB,NS,52A,,1,Kedzie & 109th Street,41.695069,-87.700652,10901,S Kedzie Ave,Chicago,IL,Cook County,60655
11915,155,CALIFORNIA,LUNT,NB,NS,93,,1,California & Lunt,42.008251,-87.699605,2757,W Lunt Ave,Chicago,IL,Cook County,60645
2169,156,KING DRIVE,33RD STREET,NB,FS,3,,1,King Drive & 33rd Street,41.835206,-87.616169,400,E 33rd St,Chicago,IL,Cook County,60616
9970,157,KEDZIE,107TH STREET,NB,NS,52A,,1,Kedzie & 107th Street,41.69873,-87.700824,10701,S Kedzie Ave,Chicago,IL,Cook County,60655
13126,158,OAKTON,ASBURY,WB,FS,206,,2,Oakton & Asbury,42.026944,-87.689792,1221,Oakton St,Evanston,IL,Cook County,60202
11495,159,PETERSON,JERSEY,WB,NS,84,,1,Peterson & Jersey,41.990049,-87.710523,3241,W Peterson Ave,Chicago,IL,Cook County,60659
4551,160,55TH STREET,MEADE,WB,NS,55N,,1,55th Street & Meade,41.792708,-87.774339,6058,W 55th St,Chicago,IL,Cook County,60638
9510,161,87TH STREET,driveway opp. LONGWOOD,WB,NS,87,N87,1,87th Street & Longwood,41.734586,-87.676629,8840,S Longwood Dr,Chicago,IL,Cook County,60620
3294,162,63RD STREET,MAYFIELD,WB,NS,63W,,1,63rd Street & Mayfield,41.778157,-87.768779,6255,S Mayfield Ave,Chicago,IL,Cook County,60638
234,163,CONGRESS,HAMLIN/INDEPENDENCE,WB,NS,7126,,1,Congress & Hamlin/Independence,41.874397,-87.719517,3700,W Congress Pkwy,Chicago,IL,Cook County,60624
9523,164,87TH STREET,HAMLIN,WB,NS,87,,1,87th Street & Hamlin,41.735195,-87.716386,3756,W 87th St,Chicago,IL,Cook County,60652
947,165,NORTH AVENUE,LEAVITT,WB,NS,72,,1,North Ave & Leavitt,41.910559,-87.68221,2158,W North Ave,Chicago,IL,Cook County,60647
2630,166,79TH STREET,COTTAGE GROVE,WB,NS,79,N79,1,79th Street & Cottage Grove,41.751485,-87.605008,804,E 79th St,Chicago,IL,Cook County,60619
10830,167,71ST STREET,STONY ISLAND,WB,NS,71,,1,71st Street & Stony Island,41.765819,-87.585598,7113,S Stony Island Ave,Chicago,IL,Cook County,60649
142,168,JACKSON,LAVERGNE,WB,FS,126,,1,Jackson & Lavergne,41.876997,-87.749478,5000,W Jackson Blvd,Chicago,IL,Cook County,60644
5736,169,IRVING PARK,NEENAH,WB,NT,80,,1,Irving Park & Neenah,41.95251,-87.790592,6545,W Irving Park Rd,Chicago,IL,Cook County,60634
4203,170,CALIFORNIA,HARRISON,NB,NS,94,,1,California & Harrison,41.873529,-87.695864,2755,W Harrison St,Chicago,IL,Cook County,60612
15303,171,CALIFORNIA,HARRISON,SB,FS,94,,1,California & Harrison,41.873526,-87.696248,2801,W Harrison St,Chicago,IL,Cook County,60612
4197,172,CALIFORNIA,ROOSEVELT,NB,NS,94,,1,California & Roosevelt,41.866037,-87.695462,2745,W Roosevelt Rd,Chicago,IL,Cook County,60608
3323,173,65TH STREET,LAVERGNE (east leg),WB,NS,165,,1,65th Street & Lavergne,41.774826,-87.746757,6459,S Lavergne Ave,Chicago,IL,Cook County,60638
13085,174,59TH STREET,CENTRAL PARK,WB,NS,59,,1,59th Street & Central Park,41.786366,-87.712515,3544,W 59th St,Chicago,IL,Cook County,60629
1536,175,51ST STREET,EVANS,WB,NS,15,,1,51st Street & Evans,41.802386,-87.607713,5071,S Evans Ave,Chicago,IL,Cook County,60615
5683,176,IRVING PARK,HERMITAGE (east leg),WB,NS,80,,1,Irving Park & Hermitage,41.954542,-87.671754,4001,N Hermitage Ave,Chicago,IL,Cook County,60613
7262,177,EWING,94TH STREET,SB,MT,"26,30",,1,Ewing & 94th Street,41.72468,-87.538218,9408,S Ewing Ave,Chicago,IL,Cook County,60617
7261,178,EWING,9320 SOUTH (BRIDGE),SB,MB,"26,30",,1,9320 S Ewing,41.726377,-87.540028,9328,S Ewing Ave,Chicago,IL,Cook County,60617
5064,179,RACINE,64TH STREET,NB,NS,44,,1,Racine & 64th Street,41.777602,-87.654208,6403,S Racine Ave,Chicago,IL,Cook County,60636
7583,180,LANGLEY,132ND STREET,NB,NS,34,,1,Langley & 132nd Street,41.655589,-87.605356,13200,S Langley Ave,Chicago,IL,Cook County,60827
6493,181,WENTWORTH,23RD STREET,SB,NS,24,,1,Wentworth & 23rd Street,41.851131,-87.6322,2260,S Wentworth Ave,Chicago,IL,Cook County,60616
16195,182,CERMAK,LOOMIS,WB,FS,21,,1,Cermak & Loomis,41.852611,-87.660978,1358,W Cermak Rd,Chicago,IL,Cook County,60608
6944,183,CERMAK,MORGAN,EB,NS,21,,1,Cermak & Morgan,41.85287,-87.652333,2137,S Carpenter St,Chicago,IL,Cook County,60608
12527,184,ADDISON,WESTERN,EB,NS,152,,1,Addison & Western,41.946856,-87.688523,3600,N Western Ave,Chicago,IL,Cook County,60618
14515,185,CHICAGO,HAMLIN,EB,FS,66,N66,1,Chicago & Hamlin,41.895613,-87.720914,3754,W Chicago Ave,Chicago,IL,Cook County,60651
12400,186,111TH STREET,CAMPBELL,EB,NS,112,,1,111th Street & Campbell,41.691596,-87.68384,2501,W 111th St,Chicago,IL,Cook County,60655
413,187,MADISON,ST. LOUIS,EB,NS,20,N20,1,Madison & St. Louis,41.880623,-87.714135,3513,W Madison St,Chicago,IL,Cook County,60624
4032,188,ARMITAGE,KILPATRICK,EB,NS,73,,1,Armitage & Kilpatrick,41.917189,-87.744065,4706,W Armitage Ave,Chicago,IL,Cook County,60639
5597,189,IRVING PARK,CEMETERY ENTRANCE (7900W),EB,MB,80,,1,Acacia Park Cemetery,41.952368,-87.823648,7830,W Irving Park Rd,Chicago,IL,Cook County,60634
14702,190,GOLF ROAD,HAMLIN,EB,NS,205,,2,Golf Road & Hamlin,42.05497,-87.722945,9556,Hamlin Ave,Evanston,IL,Cook County,60203
403,191,MADISON,KENTON (west leg),EB,NS,20,N20,1,Madison & Kenton,41.880167,-87.740769,4607,W Madison St,Chicago,IL,Cook County,60644
2893,192,111TH STREET,VERNON,EB,NS,"4,111A,115",,1,111th Street & Vernon,41.692516,-87.612302,425,E 111th St,Chicago,IL,Cook County,60628
9000,694,PULASKI,MILWAUKEE,SB,NS,53,N53,1,Pulaski & Milwaukee,41.941476,-87.727016,3309,N Milwaukee Ave,Chicago,IL,Cook County,60641
9577,695,AUSTIN,DIVERSEY,SB,NS,91,,1,Austin & Diversey,41.930961,-87.776152,6001,W Diversey Ave,Chicago,IL,Cook County,60639
8260,696,WESTERN,31ST STREET,SB,NS,49,N49,1,Western & 31st Street,41.839513,-87.684712,2919,S Western Ave,Chicago,IL,Cook County,60608
9270,697,BELMONT,MILWAUKEE,EB,NS,77,N77,1,Belmont & Milwaukee,41.939003,-87.724038,3901,W Belmont Ave,Chicago,IL,Cook County,60618
7252,698,92ND STREET,COMMERCIAL,EB,NS,"30,9E",,1,92nd Street & Commercial,41.728098,-87.550961,3001,E 92nd St,Chicago,IL,Cook County,60617
12986,699,59TH STREET,MORGAN,EB,NS,59,,1,59th Street & Morgan,41.786742,-87.650001,1001,W 59th St,Chicago,IL,Cook County,60621
14959,700,MADISON,CICERO,EB,FS,20,N20,1,Madison & Cicero,41.88025,-87.745037,5,S Cicero Ave,Chicago,IL,Cook County,60644
9960,701,115TH STREET,HOMAN,EB,NS,52A,,1,115th Street & Homan,41.683969,-87.705576,3401,W 115th St,Chicago,IL,Cook County,60655
11530,702,CENTRAL,IRVING PARK,SB,NS,85,,1,Central & Irving Park,41.953596,-87.767178,5600,W Irving Park Rd,Chicago,IL,Cook County,60634
17079,703,CERMAK,MICHIGAN,EB,FS,"3,21",,1,Cermak & Michigan,41.852629,-87.623347,121,E Cermak Rd,Chicago,IL,Cook County,60616
1336,704,FULLERTON,DAMEN,EB,NS,74,,1,Fullerton & Damen,41.924736,-87.678057,2001,W Fullerton Ave,Chicago,IL,Cook County,60647
64,705,JACKSON,HALSTED,EB,FS,126,,1,Jackson & Halsted,41.877772,-87.647045,301,S Halsted St,Chicago,IL,Cook County,60661
4581,706,55TH STREET,MENARD,EB,NS,"55A,55N",,1,55th Street & Menard,41.792425,-87.76735,5801,W 55th St,Chicago,IL,Cook County,60638
15377,707,ROOSEVELT,CLARK,WB,FS,"12,18,N62",N62,1,Roosevelt & Clark,41.867084,-87.630277,1214K,S Federal St,Chicago,IL,Cook County,60605
99,708,VAN BUREN,OGDEN,WB,NS,126,,1,Van Buren & Ogden,41.876457,-87.67173,1809,W Ogden Ave,Chicago,IL,Cook County,60612
9191,709,51ST STREET,STATE,WB,NS,15,,1,51st Street & State,41.801707,-87.625602,5105,S State St,Chicago,IL,Cook County,60609
590,710,GRAND,FAIRBANKS/COLUMBUS,WB,NS,"2,29,65,66",,1,Grand & Fairbanks/Columbus,41.892058,-87.620147,362,E Grand Ave,Chicago,IL,Cook County,60611
10083,711,67TH STREET,ST. LAWRENCE,WB,NS,"N5,67",N5,1,67th Street & St. Lawrence,41.77322,-87.610423,600,E 67th St,Chicago,IL,Cook County,60637
6632,712,TAYLOR,LOOMIS,WB,NS,157,,1,Taylor & Loomis,41.869565,-87.661441,921,S Loomis St,Chicago,IL,Cook County,60607
747,713,ILLINOIS,CLARK,EB,NS,65,,1,Illinois & Clark,41.89095,-87.631401,500,N Clark St,Chicago,IL,Cook County,60654
11316,714,MONTROSE,CENTRAL,EB,NS,78,,1,Montrose & Central,41.960283,-87.767456,4354,N Central Ave,Chicago,IL,Cook County,60634
4742,715,PULASKI,107TH STREET,SB,NS,53A,,1,Pulaski & 107th Street,41.6988,-87.720928,4000,W 107th St,Oak Lawn,IL,Cook County,60453
2827,716,COTTAGE GROVE,101ST STREET,SB,MT,4115,,1,Cottage Grove & 101st Street,41.71107,-87.605396,700,E 101st St,Chicago,IL,Cook County,60628
9905,717,NORTHWEST HWY,OKETO (north leg),NWB,NS,68,,1,Northwest Hwy & Oketo,42.000098,-87.811466,6555,N Northwest Hwy,Chicago,IL,Cook County,60631
5833,718,HALSTED,52ND STREET,SB,NS,8,,1,Halsted & 52nd Street,41.79997,-87.64562,5152,S Halsted St,Chicago,IL,Cook County,60609
5842,719,HALSTED,60TH STREET (north leg),SB,NS,8,,1,Halsted & 60th Street,41.78504,-87.645163,6002,S Halsted St,Chicago,IL,Cook County,60621
